State,Institution,Type of Discrimination,Investigation Open Date
New Mexico,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS,Title VI - Racial Harassment,2023-02-09
New Mexico,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS,Title VI - Retaliation,2022-10-27
New Mexico,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS,Title VI - Retaliation,2023-02-09
New Mexico,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS,Title IX - Procedural Requirements,2024-02-01
New Mexico,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS,Title IX - Single Sex Scholarships,2021-10-12
New Mexico,NEW MEXICO STATE UNIVERSITY,Title IX - Single Sex Scholarships,2022-07-14
New Mexico,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS,Disability - Accessibility,2023-11-14
New York,AMERICAN UNIVERSITY OF ANTIGUA,Disability - Academic Adjustments,2016-12-28
New York,AMERICAN UNIVERSITY OF ANTIGUA,Disability - Procedural Requirements,2016-12-28
New York,BARD COLLEGE,Title VI - National Origin Discrimination Involving Religion,2020-02-03
New York,BARD COLLEGE,Title IX - Sexual Violence,2015-12-30
New York,BARNARD COLLEGE,Disability - Others,2017-03-13
New York,BARNARD COLLEGE,Title IX - Sexual Violence,2014-12-29
New York,CANISIUS COLLEGE,Title VI - Denial of Benefits,2023-05-10
New York,CANISIUS COLLEGE,Title IX - Retaliation,2023-03-09
New York,CANISIUS COLLEGE,Title IX - Sexual Violence,2023-03-09
New York,CLARKSON UNIVERSITY,Disability - Denial of Benefits,2023-10-04
New York,COLLEGE OF MOUNT SAINT VINCENT,Disability - Treatment of Postsecondary Students,2019-10-25
New York,COLUMBIA UNIVERSITY,Age - Discrimination Prohibited,2023-10-31
New York,COLUMBIA UNIVERSITY,Disability - Denial of Benefits,2023-10-31
New York,COLLEGE OF MOUNT SAINT VINCENT,Disability - Accessibility,2019-10-25
New York,COLLEGE OF MOUNT SAINT VINCENT,Disability - Denial of Benefits,2019-10-25
New York,COLUMBIA UNIVERSITY,Title VI - Denial of Benefits,2017-02-14
New York,COLUMBIA UNIVERSITY,Title VI - Denial of Benefits,2023-10-31
New York,COLUMBIA UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2023-11-16
New York,COLUMBIA UNIVERSITY,Disability - Others,2019-11-25
New York,COLUMBIA UNIVERSITY,Disability - Retaliation,2023-10-31
New York,COLGATE UNIVERSITY,Disability - Retaliation,2022-10-07
New York,COLGATE UNIVERSITY,Disability - Treatment of Postsecondary Students,2022-10-07
New York,COLUMBIA UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2023-11-20
New York,CORNELL UNIVERSITY,Title IX - Sexual Violence,2015-12-02
New York,CORNELL UNIVERSITY,Title IX - Sexual Violence,2018-04-02
New York,CORNELL UNIVERSITY,Title IX - Sexual Violence,2020-05-01
New York,CULINARY INSTITUTE OF AMERICA,Age - Discrimination Prohibited,2021-11-08
New York,CULINARY INSTITUTE OF AMERICA,Disability - Academic Adjustments,2021-11-08
New York,CULINARY INSTITUTE OF AMERICA,Disability - Denial of Benefits,2021-11-08
New York,CORNELL UNIVERSITY,Title IX - Retaliation,2015-12-02
New York,CORNELL UNIVERSITY,Title IX - Retaliation,2018-04-02
New York,CORNELL UNIVERSITY,Title IX - Retaliation,2023-02-06
New York,CORNELL UNIVERSITY,Title IX - Sexual Harassment,2016-08-26
New York,CORNELL UNIVERSITY,Title IX - Sexual Harassment,2016-12-21
New York,COLUMBIA UNIVERSITY,Title IX - Denial of Benefits,2023-10-31
New York,COLUMBIA UNIVERSITY,Title IX - Retaliation,2015-07-30
New York,COLUMBIA UNIVERSITY,Title IX - Retaliation,2017-02-14
New York,COLUMBIA UNIVERSITY,Title IX - Sexual Harassment,2017-02-14
New York,CORNELL UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2023-11-16
New York,CORNELL UNIVERSITY,Title VI - Racial Harassment,2023-02-06
New York,CORNELL UNIVERSITY,Title IX - Denial of Benefits,2015-05-26
New York,CORNELL UNIVERSITY,Title IX - Retaliation,2015-05-26
New York,COOPER UNION,Title VI - National Origin Discrimination Involving Religion,2023-11-15
New York,CORNELL UNIVERSITY,Disability - Denial of Benefits,2023-02-06
New York,CORNELL UNIVERSITY,Title VI - Denial of Benefits,2021-01-05
New York,COLUMBIA UNIVERSITY,Title IX - Sexual Harassment,2023-10-23
New York,COLUMBIA UNIVERSITY,Title IX - Sexual Violence,2015-01-08
New York,COLUMBIA UNIVERSITY,Title IX - Sexual Violence,2015-07-30
New York,CORNELL UNIVERSITY,Title IX - Sexual Harassment,2017-01-26
New York,CORNELL UNIVERSITY,Title IX - Sexual Harassment,2022-09-08
New York,CORNELL UNIVERSITY,Title IX - Sexual Violence,2015-05-26
New York,CULINARY INSTITUTE OF AMERICA,Title VI - Retaliation,2021-11-08
New York,CUNY - CITY COLLEGE OF NEW YORK,Age - Discrimination Prohibited,2022-06-15
New York,CUNY - CITY COLLEGE OF NEW YORK,Title VI - Denial of Benefits,2022-06-15
New York,CUNY BARUCH COLLEGE,Disability - Academic Adjustments,2022-12-23
New York,CUNY BARUCH COLLEGE,Disability - Academic Adjustments,2023-08-22
New York,CUNY BRONX COMMUNITY COLLEGE,Disability - Accessibility,2014-04-17
New York,CUNY BROOKLYN COLLEGE,Title VI - Denial of Benefits,2022-11-28
New York,CUNY BROOKLYN COLLEGE,Title VI - National Origin Discrimination Involving Religion,2022-01-28
New York,CULINARY INSTITUTE OF AMERICA,Disability - Disability Harassment,2021-11-08
New York,CULINARY INSTITUTE OF AMERICA,Title VI - Denial of Benefits,2021-11-08
New York,CUNY HUNTER COLLEGE,Title VI - National Origin Discrimination Involving Religion,2022-02-10
New York,CUNY HUNTER COLLEGE,Title IX - Retaliation,2017-05-04
New York,CUNY HUNTER COLLEGE,Title IX - Sexual Violence,2017-05-04
New York,CUNY QUEENS COLLEGE,Disability - Accessibility,2023-10-05
New York,CUNY BROOKLYN COLLEGE,Title VI - Racial Harassment,2022-01-28
New York,CUNY BROOKLYN COLLEGE,Title VI - Retaliation,2022-11-28
New York,CUNY HUNTER COLLEGE,Disability - Academic Adjustments,2023-09-08
New York,CUNY BARUCH COLLEGE,Disability - Denial of Benefits,2023-08-22
New York,CUNY BARUCH COLLEGE,Disability - Disability Harassment,2022-12-23
New York,CUNY BARUCH COLLEGE,Title VI - Racial Harassment,2022-12-23
New York,CUNY BARUCH COLLEGE,Title VI - Retaliation,2022-12-23
New York,CUNY SCHOOL OF LAW,Title VI - National Origin Discrimination Involving Religion,2022-01-24
New York,CUNY SCHOOL OF LAW,Title VI - National Origin Discrimination Involving Religion,2022-01-31
New York,CUNY SCHOOL OF LAW,Title IX - Retaliation,2019-06-24
New York,CUNY SCHOOL OF LAW,Title IX - Sexual Violence,2019-06-24
New York,ELMIRA COLLEGE,Title VI - Retaliation,2013-07-05
New York,ERIE COMMUNITY COLLEGE,Disability - Denial of Benefits,2022-11-16
New York,ERIE COMMUNITY COLLEGE,Disability - Disability Harassment,2022-11-16
New York,ELMIRA COLLEGE,Title VI - Racial Harassment,2013-07-05
New York,HAMILTON COLLEGE,Title IX - Retaliation,2014-11-14
New York,HAMILTON COLLEGE,Title IX - Sexual Harassment,2014-11-14
New York,HAMILTON COLLEGE,Title IX - Sexual Violence,2014-11-14
New York,ITHACA COLLEGE,Title IX - Single Sex Campus Programs,2021-01-15
New York,HOFSTRA UNIVERSITY,Disability - Denial of Benefits,2022-05-06
New York,HOFSTRA UNIVERSITY,Disability - Denial of Benefits,2022-05-12
New York,HOFSTRA UNIVERSITY,Title IX - Single Sex Scholarships,2023-06-09
New York,HOFSTRA UNIVERSITY,Disability - Academic Adjustments,2022-05-06
New York,LONG ISLAND BEAUTY SCHOOL,Title IX - Sexual Harassment,2020-12-23
New York,LONG ISLAND UNIVERSITY,Title VI - Denial of Benefits,2022-11-07
New York,LONG ISLAND UNIVERSITY,Title VI - Racial Harassment,2022-11-07
New York,MANHATTAN COLLEGE,Title IX - Procedural Requirements,2023-06-30
New York,MARIST COLLEGE,Disability - Academic Adjustments,2023-11-17
New York,MARYMOUNT MANHATTAN COLLEGE,Title VI - Others,2020-05-04
New York,MARYMOUNT MANHATTAN COLLEGE,Title IX - Single Sex Scholarships,2020-05-04
New York,NEW YORK LAW SCHOOL,Title IX - Single Sex Campus Programs,2022-12-07
New York,NEW YORK UNIVERSITY,Disability - Academic Adjustments,2023-07-20
New York,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,Title IX - Sexual Violence,2015-07-16
New York,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,Title IX - Sexual Violence,2017-04-28
New York,NIAGARA UNIVERSITY,Title IX - Others,2022-02-07
New York,NIAGARA UNIVERSITY,Title IX - Retaliation,2022-02-07
New York,NIAGARA UNIVERSITY,Title IX - Sexual Violence,2023-08-11
New York,NEW YORK UNIVERSITY,Title VI - Racial Harassment,2017-06-09
New York,NEW YORK UNIVERSITY,Title IX - Gender Harassment,2017-06-09
New York,ONONDAGA COMMUNITY COLLEGE,Disability - Academic Adjustments,2022-07-25
New York,PACE UNIVERSITY,Title VI - Denial of Benefits,2024-01-23
New York,PACE UNIVERSITY-NEW YORK,Disability - Academic Adjustments,2023-09-01
New York,PACE UNIVERSITY-NEW YORK,Disability - Others,2023-09-01
New York,PACE UNIVERSITY-NEW YORK,Disability - Treatment of Postsecondary Students,2022-04-04
New York,PACE UNIVERSITY-NEW YORK,Title VI - Denial of Benefits,2023-06-20
New York,PACE UNIVERSITY,Disability - Academic Adjustments,2023-08-23
New York,PACE UNIVERSITY,Disability - Denial of Benefits,2024-01-23
New York,PACE UNIVERSITY-NEW YORK,Title IX - Denial of Benefits,2023-06-20
New York,PACE UNIVERSITY-NEW YORK,Title IX - Retaliation,2017-09-26
New York,PACE UNIVERSITY-NEW YORK,Title IX - Denial of Benefits,2017-09-26
New York,POLYTECHNIC INSTITUTE OF NEW YORK UNIVERSITY,Title IX - Sexual Violence,2015-05-22
New York,ROCHESTER INSTITUTE OF TECHNOLOGY,Title VI - Retaliation,2023-06-23
New York,SARAH LAWRENCE COLLEGE,Title IX - Retaliation,2018-07-10
New York,PACIFIC COLLEGE OF HEALTH AND SCIENCE,Title VI - Denial of Benefits,2022-09-22
New York,PACIFIC COLLEGE OF HEALTH AND SCIENCE,Title VI - Retaliation,2022-09-22
New York,RENSSELAER POLYTECHNIC INSTITUTE,Title IX - Sexual Violence,2018-09-13
New York,RENSSELAER POLYTECHNIC INSTITUTE,Title IX - Single Sex Campus Programs,2021-01-15
New York,PRATT INSTITUTE,Title VI - Denial of Benefits,2022-06-24
New York,PRATT INSTITUTE,Title IX - Denial of Benefits,2022-06-24
New York,PRATT INSTITUTE,Title IX - Retaliation,2022-06-24
New York,PRATT INSTITUTE,Title IX - Sexual Violence,2022-08-26
New York,RENSSELAER POLYTECHNIC INSTITUTE,Title IX - Sexual Harassment,2017-11-20
New York,PRATT INSTITUTE,Age - Discrimination Prohibited,2022-06-24
New York,SKIDMORE COLLEGE,Title IX - Procedural Requirements,2019-02-26
New York,SKIDMORE COLLEGE,Title IX - Sexual Harassment,2018-03-22
New York,SCHOOL OF VISUAL ARTS,Disability - Denial of Benefits,2023-05-12
New York,SCHOOL OF VISUAL ARTS,Title IX - Denial of Benefits,2023-05-12
New York,SKIDMORE COLLEGE,Title IX - Sexual Violence,2016-01-28
New York,SKIDMORE COLLEGE,Title IX - Sexual Violence,2019-02-26
New York,SARAH LAWRENCE COLLEGE,Title IX - Sexual Violence,2018-07-10
New York,SCHOOL OF VISUAL ARTS,Disability - Academic Adjustments,2023-05-12
New York,SKIDMORE COLLEGE,Title IX - Sexual Harassment,2019-02-26
New York,ST. JOHN'S UNIVERSITY,Title IX - Sexual Violence,2015-10-01
New York,ST LAWRENCE UNIVERSITY,Disability - Accessibility,2022-01-05
New York,ST LAWRENCE UNIVERSITY,Title IX - Sexual Violence,2018-08-30
New York,ST. FRANCIS COLLEGE,Disability - Academic Adjustments,2023-05-02
New York,ST. FRANCIS COLLEGE,Title VI - Racial Harassment,2023-05-02
New York,ST. FRANCIS COLLEGE,Title VI - Retaliation,2023-05-02
New York,ST. FRANCIS COLLEGE,Title IX - Retaliation,2023-05-02
New York,ST. FRANCIS COLLEGE,Title IX - Sexual Harassment,2023-05-02
New York,ST. JOHN'S UNIVERSITY,Title VI - Denial of Benefits,2016-02-03
New York,ST. JOHN'S UNIVERSITY,Title VI - Retaliation,2016-02-03
New York,ST. JOHN'S UNIVERSITY,Title IX - Sexual Violence,2015-05-27
New York,SUFFOLK COUNTY COMMUNITY COLLEGE-EASTERN CAMPUS,Disability - Denial of Benefits,2022-04-15
New York,SUNY AT ALBANY UNIVERSITY,Title VI - Denial of Benefits,2022-03-08
New York,SUNY AT ALBANY UNIVERSITY,Title VI - Others,2020-11-03
New York,SUNY AT ALBANY UNIVERSITY,Title IX - Single Sex Campus Programs,2020-11-03
New York,SUNY AT ALBANY UNIVERSITY,Title IX - Single Sex Scholarships,2020-11-03
New York,SUNY AT ALBANY UNIVERSITY,Title VI - Racial Harassment,2022-03-08
New York,SUNY AT ALBANY UNIVERSITY,Disability - Retaliation,2017-01-27
New York,SUNY AT CANTON,Disability - Disability Harassment,2016-01-21
New York,SUNY AT CANTON,Title IX - Retaliation,2016-01-21
New York,SUNY AT CANTON,Disability - Others,2016-01-21
New York,SUNY AT STONY BROOK UNIVERSITY,Title IX - Retaliation,2022-09-27
New York,SUNY AT STONY BROOK UNIVERSITY,Title IX - Sexual Harassment,2022-04-22
New York,SUNY AT STONY BROOK UNIVERSITY,Title IX - Sexual Harassment,2022-09-27
New York,SUNY BINGHAMTON UNIVERSITY,Title VI - Denial of Benefits,2022-08-16
New York,SUNY BINGHAMTON UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2024-01-29
New York,SUNY BINGHAMTON UNIVERSITY,Title IX - Retaliation,2022-08-16
New York,SUNY BINGHAMTON UNIVERSITY,Title IX - Sexual Harassment,2022-08-16
New York,SUNY COLLEGE AT BROCKPORT,Disability - Denial of Benefits,2024-02-16
New York,SUNY COLLEGE AT FREDONIA,Title VI - Denial of Benefits,2022-06-29
New York,SUNY COLLEGE AT FREDONIA,Title IX - Sexual Violence,2022-06-29
New York,SUNY COLLEGE AT NEW PALTZ,Title VI - National Origin Discrimination Involving Religion,2023-06-06
New York,SUNY COLLEGE AT POTSDAM,Title VI - Denial of Benefits,2017-06-30
New York,SUNY COLLEGE AT POTSDAM,Title VI - Racial Harassment,2016-08-11
New York,SUNY COLLEGE AT BROCKPORT,Disability - Retaliation,2024-02-16
New York,SUNY COLLEGE AT BROCKPORT,Title IX - Denial of Benefits,2024-02-16
New York,SUNY COLLEGE AT BROCKPORT,Title IX - Retaliation,2024-02-16
New York,SUNY AT CANTON,Title IX - Sexual Harassment,2016-01-21
New York,SUNY AT DELHI,Disability - Academic Adjustments,2016-07-25
New York,SUNY AT DELHI,Disability - Denial of Benefits,2016-07-25
New York,SUNY AT DELHI,Title IX - Sexual Violence,2017-07-17
New York,SUNY AT DELHI,Disability - Others,2016-07-25
New York,THE COLLEGE OF SAINT ROSE,Title IX - Single Sex Campus Programs,2021-01-15
New York,THE NEW SCHOOL- PARSONS SCHOOL OF DESIGN,Disability - Academic Adjustments,2016-05-17
New York,SUNY MONROE COMMUNITY COLLEGE,Title IX - Sexual Violence,2016-04-27
New York,SUNY ROCKLAND COMMUNITY COLLEGE,Title VI - National Origin Discrimination Involving Religion,2017-02-22
New York,SUNY COLLEGE AT POTSDAM,Title IX - Retaliation,2016-08-11
New York,SUNY COLLEGE AT POTSDAM,Title IX - Sexual Harassment,2016-08-11
New York,SUNY COLLEGE AT POTSDAM,Title IX - Sexual Harassment,2017-06-30
New York,SUNY COLLEGE AT POTSDAM,Title IX - Sexual Violence,2016-06-22
New York,SUNY COLLEGE AT POTSDAM,Title IX - Sexual Violence,2017-06-30
New York,SUNY COLLEGE AT PURCHASE,Title IX - Sexual Violence,2023-04-07
New York,SYRACUSE UNIVERSITY,Title IX - Retaliation,2022-08-26
New York,SYRACUSE UNIVERSITY,Title IX - Single Sex Campus Programs,2020-03-04
New York,THE COLLEGE BOARD,Disability - Academic Adjustments,2024-02-16
New York,SYRACUSE UNIVERSITY,Title IX - Denial of Benefits,2023-06-07
New York,SYRACUSE UNIVERSITY,Title IX - Others,2020-03-04
New York,SYRACUSE UNIVERSITY,Title IX - Procedural Requirements,2022-08-26
New York,SYRACUSE UNIVERSITY,Disability - Academic Adjustments,2023-06-07
New York,SYRACUSE UNIVERSITY,Disability - Discipline,2023-03-20
New York,SYRACUSE UNIVERSITY,Title VI - Admissions,2020-03-04
New York,SUNY UNIVERSITY AT BUFFALO,Title IX - Others,2020-07-23
New York,SYRACUSE UNIVERSITY,Title VI - Denial of Benefits,2023-06-07
New York,SYRACUSE UNIVERSITY,Title IX - Denial of Benefits,2022-08-26
New York,THE NEW SCHOOL- PARSONS SCHOOL OF DESIGN,Disability - Academic Adjustments,2023-08-18
New York,THE NEW SCHOOL- PARSONS SCHOOL OF DESIGN,Title IX - Sexual Harassment,2016-05-17
New York,UTICA UNIVERSITY,Title IX - Athletics,2023-09-08
New York,VALLEY CENTRAL SCHOOL DISTRICT,Title VI - Denial of Benefits,2023-06-15
New York,VALLEY CENTRAL SCHOOL DISTRICT,Title IX - Retaliation,2023-06-15
New York,VILLA MARIA COLLEGE,Title IX - Retaliation,2020-05-05
New York,TOURO COLLEGE OF OSTEOPATHIC MEDICINE,Title VI - Racial Harassment,2016-09-21
New York,TOURO COLLEGE OF OSTEOPATHIC MEDICINE,Title IX - Sexual Harassment,2016-09-21
New York,UNION COLLEGE,Title VI - National Origin Discrimination Involving Religion,2023-12-05
New York,UNION COLLEGE,Title IX - Sexual Violence,2015-09-16
New York,VILLA MARIA COLLEGE,Title IX - Sexual Harassment,2020-05-05
New York,THE NEW SCHOOL UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2024-02-06
New York,THE NEW SCHOOL UNIVERSITY,Title VI - Racial Harassment,2023-06-02
New York,THE NEW SCHOOL UNIVERSITY,Title VI - Retaliation,2023-06-02
New York,THE NEW SCHOOL UNIVERSITY,Title IX - Retaliation,2023-06-02
New York,UNIVERSITY OF ROCHESTER,Title IX - Denial of Benefits,2022-11-16
New York,UNIVERSITY OF ROCHESTER,Title IX - Retaliation,2022-11-16
New York,YESHIVA UNIVERSITY,Title IX - Single Sex Scholarships,2022-10-12
Ohio,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,Title IX - Denial of Benefits,2020-03-05
Ohio,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,Title IX - Procedural Requirements,2017-09-28
Ohio,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,Title IX - Retaliation,2017-09-28
Ohio,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,Title IX - Sexual Violence,2017-09-28
Ohio,BLUFFTON UNIVERSITY,Title IX - Denial of Benefits,2022-08-24
Ohio,BOWLING GREEN STATE UNIVERSITY-FIRELANDS,Disability - Academic Adjustments,2022-11-21
Ohio,BRYANT AND STRATTON COLLEGE - SOLON,Title VI - Denial of Benefits,2021-11-29
Ohio,BALDWIN WALLACE UNIVERSITY,Disability - Disability Harassment,2022-02-11
Ohio,BALDWIN WALLACE UNIVERSITY,Disability - Retaliation,2022-02-11
Ohio,BALDWIN WALLACE UNIVERSITY,Title VI - Racial Harassment,2022-02-11
Ohio,BRYANT AND STRATTON COLLEGE - SOLON,Title VI - Racial Harassment,2021-11-29
Ohio,CASE WESTERN RESERVE UNIVERSITY,Disability - Academic Adjustments,2020-02-03
Ohio,CASE WESTERN RESERVE UNIVERSITY,Disability - Others,2023-02-09
Ohio,CASE WESTERN RESERVE UNIVERSITY,Title VI - Denial of Benefits,2021-07-23
Ohio,CASE WESTERN RESERVE UNIVERSITY,Title IX - Others,2021-12-30
Ohio,CLEVELAND INSTITUTE OF ART,Disability - Academic Adjustments,2022-04-06
Ohio,CLEVELAND INSTITUTE OF ART,Disability - Denial of Benefits,2022-04-06
Ohio,CASE WESTERN RESERVE UNIVERSITY,Title IX - Retaliation,2022-05-26
Ohio,CASE WESTERN RESERVE UNIVERSITY,Title IX - Sexual Harassment,2022-05-26
Ohio,CASE WESTERN RESERVE UNIVERSITY,Title IX - Single Sex Campus Programs,2021-01-19
Ohio,CASE WESTERN RESERVE UNIVERSITY,Title IX - Single Sex Campus Programs,2021-12-30
Ohio,CASE WESTERN RESERVE UNIVERSITY,Title IX - Single Sex Scholarships,2021-01-19
Ohio,CAPITAL UNIVERSITY,Title IX - Others,2023-08-09
Ohio,COLUMBUS STATE COMMUNITY COLLEGE,Disability - Procedural Requirements,2023-08-28
Ohio,COLUMBUS STATE COMMUNITY COLLEGE,Disability - Retaliation,2023-08-28
Ohio,COLUMBUS STATE COMMUNITY COLLEGE,Title IX - Denial of Benefits,2020-03-04
Ohio,COLUMBUS STATE COMMUNITY COLLEGE,Title IX - Single Sex Scholarships,2020-04-20
Ohio,COLUMBUS STATE COMMUNITY COLLEGE,Disability - Procedural Requirements,2022-12-01
Ohio,CLEVELAND STATE UNIVERSITY,Title IX - Procedural Requirements,2015-08-31
Ohio,CLEVELAND STATE UNIVERSITY,Title IX - Sexual Violence,2015-08-31
Ohio,COLLEGE OF WOOSTER,Title IX - Denial of Benefits,2021-01-19
Ohio,CUYAHOGA COMMUNITY COLLEGE,Disability - Academic Adjustments,2022-06-08
Ohio,CUYAHOGA COMMUNITY COLLEGE,Disability - Accessibility - Website/Online Courses,2022-05-23
Ohio,CLEVELAND STATE UNIVERSITY,Title VI - Denial of Benefits,2023-07-28
Ohio,COLLEGE OF WOOSTER,Title IX - Others,2024-02-13
Ohio,COLLEGE OF WOOSTER,Title IX - Procedural Requirements,2017-11-17
Ohio,COLLEGE OF WOOSTER,Title IX - Sexual Violence,2017-11-17
Ohio,CUYAHOGA COMMUNITY COLLEGE,Disability - Effective Communication,2022-05-23
Ohio,CUYAHOGA COMMUNITY COLLEGE,Title VI - Retaliation,2022-06-08
Ohio,DENISON UNIVERSITY,Title IX - Sexual Violence,2017-04-18
Ohio,DENISON UNIVERSITY,Disability - Disability Harassment,2017-04-18
Ohio,DENISON UNIVERSITY,Title VI - Racial Harassment,2015-12-11
Ohio,HONDROS COLLEGE OF NURSING - WESTERVILLE,Title VI - Others,2023-07-14
Ohio,HONDROS COLLEGE OF NURSING,Title VI - Denial of Benefits,2017-07-21
Ohio,HONDROS COLLEGE OF NURSING,Title VI - Retaliation,2017-07-21
Ohio,HONDROS COLLEGE OF NURSING - WESTERVILLE,Age - Discrimination Prohibited,2023-07-14
Ohio,GODS BIBLE SCHOOL AND COLLEGE,Title IX - Sexual Harassment,2017-08-03
Ohio,LORAIN COUNTY COMMUNITY COLLEGE,Disability - Academic Adjustments,2023-07-03
Ohio,LAKELAND COMMUNITY COLLEGE,Title IX - Single Sex Campus Programs,2020-11-03
Ohio,MARIETTA COLLEGE,Title IX - Athletics,2023-01-23
Ohio,MARIETTA COLLEGE,Title IX - Procedural Requirements,2019-02-27
Ohio,MARIETTA COLLEGE,Title IX - Procedural Requirements,2022-02-04
Ohio,KENYON COLLEGE,Title IX - Single Sex Campus Programs,2020-07-23
Ohio,MARIETTA COLLEGE,Title IX - Retaliation,2022-02-04
Ohio,MARIETTA COLLEGE,Title IX - Sexual Violence,2019-02-27
Ohio,MOUNT CARMEL COLLEGE OF NURSING,Title VI - Denial of Benefits,2023-07-24
Ohio,MIAMI UNIVERSITY-OXFORD,Disability - Academic Adjustments,2021-12-07
